# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 16.11.2019 по 30.01.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.11.2019 21:00";"-6.1";"774.3";"786.7";"";"76";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"-4.6";"";"";"";"";"";"10.0";"-9.7";"Осадков нет";"12";"";"";"";"";
"21.11.2019 18:00";"-5.2";"774.2";"786.6";"";"73";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.3";"Осадков нет";"12";"";"";"";"";
"21.11.2019 15:00";"-5.0";"774.4";"786.7";"";"72";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-9.3";"";"";"";"";"";"";
"21.11.2019 12:00";"-7.5";"775.3";"787.8";"";"76";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-11.1";"";"";"";"";"";"";
"21.11.2019 09:00";"-8.0";"774.8";"787.3";"";"74";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"-8.1";"";"";"";"";"";"";"10.0";"-11.9";"Осадков нет";"12";"";"";"";"";
"21.11.2019 06:00";"-7.3";"774.5";"787.0";"";"69";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"-7.3";"";"";"";"";"";"";"10.0";"-12.1";"Осадков нет";"12";"";"";"";"";
"21.11.2019 03:00";"-5.9";"774.0";"786.4";"";"61";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-12.2";"";"";"";"";"";"";
"21.11.2019 00:00";"-4.6";"773.5";"785.8";"";"56";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-12.2";"";"";"";"";"";"";
"20.11.2019 21:00";"-2.2";"772.7";"784.9";"";"57";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"4.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-9.6";"Осадков нет";"12";"";"";"";"";
"20.11.2019 18:00";"0.2";"771.6";"783.7";"";"65";"Ветер, дующий с востоко-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.6";"Следы осадков";"12";"";"";"";"";
"20.11.2019 15:00";"1.6";"770.5";"782.5";"";"74";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.5";"";"";"";"";"";"";
"20.11.2019 12:00";"2.3";"769.4";"781.3";"";"78";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"20.11.2019 09:00";"4.0";"767.8";"779.6";"";"83";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"4.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.3";"Следы осадков";"12";"";"";"";"";
"20.11.2019 06:00";"4.7";"766.6";"778.4";"";"83";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"3.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"2.1";"Осадков нет";"12";"";"";"";"";
"20.11.2019 03:00";"5.2";"765.7";"777.4";"";"86";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"3.1";"";"";"";"";"";"";
"20.11.2019 00:00";"4.9";"764.8";"776.5";"";"88";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"3.1";"";"";"";"";"";"";
"19.11.2019 21:00";"4.1";"764.1";"775.9";"";"89";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"4.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"2.4";"Осадков нет";"12";"";"";"";"";
"19.11.2019 18:00";"3.8";"763.5";"775.3";"";"84";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.3";"Осадков нет";"12";"";"";"";"";
"19.11.2019 15:00";"3.6";"763.0";"774.7";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.9";"";"";"";"";"";"";
"19.11.2019 12:00";"2.8";"762.7";"774.6";"";"87";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"0.9";"";"";"";"";"";"";
"19.11.2019 09:00";"1.8";"762.4";"774.3";"";"93";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"1.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"0.8";"Осадков нет";"12";"";"";"";"";
